570,776,1.980000000000002
1127,715,-0.3500000000000003
1361,3240,-2.879999999999983
1758,2128,0.8900000000000006
2652,3354,-1.920000000000001
312,1086,2.789999999999984
1067,1645,0.6200000000000001
2549,2731,1.04
1778,3221,-0.980000000000001
2115,3279,-2.000000000000002
1472,3468,1.210000000000001
2512,3690,1.320000000000001
3026,3709,1.890000000000001
3426,3751,5.039999999999937
2774,4290,4.659999999999945
2672,5170,6.104299999999945
3002,5625,6.534299999999936
3008,6012,4.984299999999969
3175,6178,7.944299999999906
3914,5627,9.414299999999876
4577,5401,8.71429999999989
4925,5387,6.524299999999936
5183,5463,8.934299999999885
